x	y
-1.9802887202969295	24.10205078125
-1.9801402200282183	24.550537109375
-1.9799917197595072	24.09521484375
-1.979843219490796	21.638427734375
-1.9796947192220813	17.3740234375
-1.9795462189533701	12.359619140625
-1.979397718684659	7.36865234375
-1.9792492184159478	2.278564453125
-1.9791007181472366	-3.095947265625
-1.9789522178785255	-8.046142578125
-1.9788037176098143	-11.677734375
-1.9786552173411032	-14.165771484375
-1.9785067170723885	-16.010009765625
-1.9783582168036773	-16.196044921875
-1.9782097165349661	-12.889892578125
-1.978061216266255	-6.65625
-1.9779127159975438	-1.390380859375
-1.9777642157288327	-0.571533203125
-1.9776157154601215	-3.111328125
-1.9774672151914103	-4.062744140625
-1.9773187149226956	0.549560546875
-1.9771702146539845	9.951904296875
-1.9770217143852733	19.157958984375
-1.9768732141165621	22.912109375
-1.976724713847851	19.913818359375
-1.9765762135791398	14.0634765625
-1.9764277133104287	11.151123046875
-1.9762792130417175	13.349365234375
-1.9761307127730028	16.815185546875
-1.9759822125042916	15.289794921875
-1.9758337122355805	6.2646484375
-1.9756852119668693	-6.640380859375
-1.9755367116981581	-17.342041015625
-1.975388211429447	-22.714599609375
-1.9752397111607358	-23.810302734375
-1.9750912108920247	-22.193359375
-1.9749427106233135	-16.931640625
-1.9747942103545988	-6.8828125
-1.9746457100858876	4.955810546875
-1.9744972098171765	12.383056640625
-1.9743487095484653	12.5927734375
-1.9742002092797541	9.8232421875
-1.974051709011043	10.48046875
-1.9739032087423318	16.01513671875
-1.9737547084736207	22.722900390625
-1.973606208204906	27.359130859375
-1.9734577079361948	30.104736328125
-1.9733092076674836	32.241455078125
-1.9731607073987725	33.62255859375
-1.9730122071300613	32.956787109375
-1.9728637068613502	28.73828125
-1.972715206592639	19.8583984375
-1.9725667063239278	7.3134765625
-1.9724182060552131	-4.843994140625
-1.972269705786502	-12.671875
-1.9721212055177908	-16.536865234375
-1.9719727052490796	-19.724853515625
-1.9718242049803685	-23.057373046875
-1.9716757047116573	-24.24658203125
-1.9715272044429462	-22.939453125
-1.971378704174235	-22.203857421875
-1.9712302039055203	-23.131591796875
-1.9710817036368091	-21.860107421875
-1.970933203368098	-15.053955078125
-1.9707847030993868	-5.54833984375
-1.9706362028306756	0.83056640625
-1.9704877025619645	2.108642578125
-1.9703392022932533	0.5859375
-1.9701907020245422	-1.88232421875
-1.970042201755831	-5.439453125
-1.9698937014871163	-9.802490234375
-1.9697452012184051	-13.4931640625
-1.969596700949694	-15.361572265625
-1.9694482006809828	-14.63818359375
-1.9692997004122716	-10.32958984375
-1.9691512001435605	-3.188720703125
-1.9690026998748493	2.613037109375
-1.9688541996061382	3.018798828125
-1.9687056993374235	-0.7568359375
-1.9685571990687123	-3.45654296875
-1.9684086988000011	-2.141845703125
-1.96826019853129	1.485107421875
-1.9681116982625788	5.18017578125
-1.9679631979938677	9.265869140625
-1.9678146977251565	14.607421875
-1.9676661974564453	20.19091796875
-1.9675176971877306	24.125244140625
-1.9673691969190195	25.1796875
-1.9672206966503083	22.466796875
-1.9670721963815971	15.873779296875
-1.966923696112886	8.174560546875
-1.9667751958441748	4.550048828125
-1.9666266955754637	7.905029296875
-1.9664781953067525	15.623291015625
-1.9663296950380378	22.46533203125
-1.9661811947693266	25.881591796875
-1.9660326945006155	27.27978515625
-1.9658841942319043	29.076171875
-1.9657356939631931	32.1025390625
-1.965587193694482	35.48974609375
-1.9654386934257708	37.57666015625
-1.9652901931570597	36.77294921875
-1.9651416928883485	32.60693359375
-1.9649931926196338	26.505126953125
-1.9648446923509226	21.263916015625
-1.9646961920822115	19.297119140625
-1.9645476918135003	20.892822265625
-1.9643991915447891	23.794677734375
-1.964250691276078	24.811279296875
-1.9641021910073668	22.6953125
-1.9639536907386557	19.672607421875
-1.963805190469941	19.48828125
-1.9636566902012298	23.540771484375
-1.9635081899325186	29.2353515625
-1.9633596896638075	32.4306640625
-1.9632111893950963	31.343994140625
-1.9630626891263852	27.90283203125
-1.962914188857674	25.375732421875
-1.9627656885889628	24.825927734375
-1.9626171883202481	24.085205078125
